"","Control Number","Course Number","Section","Day-Hour","Room","Course Title","Unit Credit","Instructor","Exam Group","Restrictions","Department"
"4415","","130A","202 VOL","F 3-4P","2070 VALLEY LSB","Cell and Systems Biology","","RAPE, M P","","","MOLECULAR AND CELL BIOLOGY"
"4416","58220","133L","001 LEC","M 1-2P","141 MCCONE","Physiology and Cell Biology Laboratory","4","LUO, K","","NONE","MOLECULAR AND CELL BIOLOGY"
"4417","58223","133L","101 LAB","MW 2-530P","4047 VALLEY LSB","Physiology and Cell Biology Laboratory","","LUO, K","","","MOLECULAR AND CELL BIOLOGY"
"4418","58226","133L","102 LAB","MW 2-530P","4059 VALLEY LSB","Physiology and Cell Biology Laboratory","","LUO, K","","","MOLECULAR AND CELL BIOLOGY"
"4419","58229","133L","201 LAB","TuTh 2-530P","4047 VALLEY LSB","Physiology and Cell Biology Laboratory","","LUO, K","","","MOLECULAR AND CELL BIOLOGY"
"4420","58232","133L","202 LAB","TuTh 2-530P","4059 VALLEY LSB","Physiology and Cell Biology Laboratory","","LUO, K","","","MOLECULAR AND CELL BIOLOGY"
"4421","58235","C134","001 LEC","MW 9-10A","107 GPB","Chromosome Biology/Cytogenetics","3","DERNBURG, A","4","BY CATEGORY; CURRENTLY FULL","MOLECULAR AND CELL BIOLOGY"
"4422","58238","C134","101 DIS","F 9-10A","2011 VALLEY LSB","Chromosome Biology/Cytogenetics","","DERNBURG, A","","CURRENTLY FULL","MOLECULAR AND CELL BIOLOGY"
"4423","58241","C134","102 DIS","F 10-11A","2011 VALLEY LSB","Chromosome Biology/Cytogenetics","","KARPEN, G H","","CURRENTLY FULL","MOLECULAR AND CELL BIOLOGY"
"4424","58247","140","001 LEC","MWF 11-12P","101 BARKER","General Genetics","4","ROELINK, H","8","","MOLECULAR AND CELL BIOLOGY"
"4425","58250","140","101 DIS","M 12-1P","2038 VALLEY LSB","General Genetics","","","","","MOLECULAR AND CELL BIOLOGY"
"4426","58253","140","102 DIS","M 1-2P","2038 VALLEY LSB","General Genetics","","","","CURRENTLY FULL","MOLECULAR AND CELL BIOLOGY"
"4427","58256","140","103 DIS","W 1-2P","103 MOFFITT","General Genetics","","","","","MOLECULAR AND CELL BIOLOGY"
"4428","58259","140","104 DIS","W 3-4P","2070 VALLEY LSB","General Genetics","","","","","MOLECULAR AND CELL BIOLOGY"
"4429","58262","140L","001 LEC","TuTh 1-2P","125 LI KA SHING","Genetics Laboratory","4","BARNES, G","NONE","BY CATEGORY","MOLECULAR AND CELL BIOLOGY"
"4430","58265","140L","101 LAB","TuTh 2-5P","120 LI KA SHING","Genetics Laboratory","","BARNES, G","","CURRENTLY FULL","MOLECULAR AND CELL BIOLOGY"
"4431","58268","140L","102 LAB","TuTh 2-5P","130 LI KA SHING","Genetics Laboratory","","BARNES, G","","","MOLECULAR AND CELL BIOLOGY"
"4432","58271","141","001 LEC","TuTh 11-1230P","125 LI KA SHING","Developmental Biology","4","HARLAND, R M","13","","MOLECULAR AND CELL BIOLOGY"
"4433","58274","141","101 DIS","M 2-3P","106 DWINELLE","Developmental Biology","","","","","MOLECULAR AND CELL BIOLOGY"
"4434","58277","141","102 DIS","W 12-1P","242 HEARST GYM","Developmental Biology","","","","CURRENTLY FULL","MOLECULAR AND CELL BIOLOGY"
"4435","58280","141","103 DIS","W 1-2P","109 WHEELER","Developmental Biology","","","","","MOLECULAR AND CELL BIOLOGY"
"4436","58283","141","104 DIS","F 10-11A","2070 VALLEY LSB","Developmental Biology","","","","","MOLECULAR AND CELL BIOLOGY"
"4437","58286","C148","001 LEC","TuTh 11-1230P","141 MCCONE","Microbial Genomics and Genetics","4","TAGA, M","13","","MOLECULAR AND CELL BIOLOGY"
"4438","58289","C148","101 DIS","Th 4-5P","103 GPB","Microbial Genomics and Genetics","","","","","MOLECULAR AND CELL BIOLOGY"
"4439","58292","C148","102 DIS","F 11-12P","103 GPB","Microbial Genomics and Genetics","","","","","MOLECULAR AND CELL BIOLOGY"
"4440","58295","149","001 LEC","MW 2-330P","125 LI KA SHING","The Human Genome","3","EISEN, M B","NONE","","MOLECULAR AND CELL BIOLOGY"
"4441","58298","149","101 DIS","Tu 9-10A","240 MULFORD","The Human Genome","","","","","MOLECULAR AND CELL BIOLOGY"
"4442","58301","149","102 DIS","Th 10-11A","209 DWINELLE","The Human Genome","","","","","MOLECULAR AND CELL BIOLOGY"
"4443","58304","150","001 LEC","TuTh 930-11A","101 MORGAN","Molecular Immunology","4","ROBEY, E A","10","","MOLECULAR AND CELL BIOLOGY"
"4444","58310","150","102 DIS","Tu 12-1P","2070 VALLEY LSB","Molecular Immunology","","","","","MOLECULAR AND CELL BIOLOGY"
"4445","58313","150","103 DIS","Tu 1-2P","2066 VALLEY LSB","Molecular Immunology","","","","CURRENTLY FULL","MOLECULAR AND CELL BIOLOGY"
"4446","58316","150","104 DIS","W 12-1P","2032 VALLEY LSB","Molecular Immunology","","","","CURRENTLY FULL","MOLECULAR AND CELL BIOLOGY"
"4447","58319","150","105 DIS","W 1-2P","2030 VALLEY LSB","Molecular Immunology","","","","CURRENTLY FULL","MOLECULAR AND CELL BIOLOGY"
"4448","58325","150L","001 LAB","MW 130-530P","4054 VALLEY LSB","Immunology Laboratory","4","BEATTY, P R","NONE","BY CATEGORY","MOLECULAR AND CELL BIOLOGY"
"4449","58328","150L","101 LEC","MW 1-130P","4054 VALLEY LSB","Immunology Laboratory","","BEATTY, P R","","","MOLECULAR AND CELL BIOLOGY"
"4450","58331","150L","002 LAB","TuTh 130-530P","4054 VALLEY LSB","Immunology Laboratory","4","BEATTY, P R","NONE","BY CATEGORY","MOLECULAR AND CELL BIOLOGY"
"4451","58334","150L","202 LEC","TuTh 1-130P","4054 VALLEY LSB","Immunology Laboratory","","BEATTY, P R","","","MOLECULAR AND CELL BIOLOGY"
"4452","58337","160L","001 LEC","M 3-4P","101 LSA","Neurobiology Laboratory","4","ZUCKER, R S","12","BY CATEGORY","MOLECULAR AND CELL BIOLOGY"
"4453","58340","160L","101 LAB","TuTh 12-4P","4070 VALLEY LSB","Neurobiology Laboratory","","ZUCKER, R S","","","MOLECULAR AND CELL BIOLOGY"
"4454","58343","160L","102 LAB","WF 12-4P","4070 VALLEY LSB","Neurobiology Laboratory","","ZUCKER, R S","","","MOLECULAR AND CELL BIOLOGY"
"4455","58346","161","001 LEC","MWF 10-11A","105 STANLEY","Circuit, Systems and Behavioral Neuroscience","4","DAN, Y","7","BY CATEGORY","MOLECULAR AND CELL BIOLOGY"
"4456","58349","161","101 DIS","M 11-12P","110 WHEELER","Circuit, Systems and Behavioral Neuroscience","","","","CURRENTLY FULL","MOLECULAR AND CELL BIOLOGY"
"4457","58352","161","102 DIS","M 1-2P","105 DWINELLE","Circuit, Systems and Behavioral Neuroscience","","","","CURRENTLY FULL","MOLECULAR AND CELL BIOLOGY"
"4458","58355","161","103 DIS","Tu 11-12P","103 GPB","Circuit, Systems and Behavioral Neuroscience","","","","","MOLECULAR AND CELL BIOLOGY"
"4459","58358","161","104 DIS","W 8-9A","215 DWINELLE","Circuit, Systems and Behavioral Neuroscience","","","","","MOLECULAR AND CELL BIOLOGY"
"4460","58361","161","105 DIS","W 9-10A","2066 VALLEY LSB","Circuit, Systems and Behavioral Neuroscience","","","","","MOLECULAR AND CELL BIOLOGY"
"4461","58364","161","106 DIS","W 2-3P","105 DWINELLE","Circuit, Systems and Behavioral Neuroscience","","","","","MOLECULAR AND CELL BIOLOGY"
"4462","58373","165","001 LEC","TuTh 10-11A","20 BARROWS","Neurobiology of Disease","3","BALL, R W","19","BY CATEGORY","MOLECULAR AND CELL BIOLOGY"
"4463","58376","165","101 DIS","Tu 11-12P","30 WHEELER","Neurobiology of Disease","","","","CURRENTLY FULL","MOLECULAR AND CELL BIOLOGY"
"4464","58379","165","102 DIS","Th 9-10A","240 MULFORD","Neurobiology of Disease","","","","","MOLECULAR AND CELL BIOLOGY"
"4465","","165","101 VOL","Th 12-1P","118 BARROWS","Neurobiology of Disease","","BALL, R W","","","MOLECULAR AND CELL BIOLOGY"
"4466","59018","198","001 GRP","Tu 5-630P","2011 VALLEY LSB","Directed Group Study","1: PF","BEATTY, P R","","NONE","MOLECULAR AND CELL BIOLOGY"
"4467","59021","198","002 GRP","W 6-730P","101 MORGAN","Directed Group Study","1: PF","PRESTI, D E","","NONE","MOLECULAR AND CELL BIOLOGY"
"4468","SEE","198","003 GRP","W 5-7P","2070 VALLEY LSB","Directed Group Study","2: PF","FIRESTONE, G L","","NONE","MOLECULAR AND CELL BIOLOGY"
"4469","59027","198","004 GRP","Tu 5-7P","103 MOFFITT","Directed Group Study","2: PF","FIRESTONE, G L","","NONE","MOLECULAR AND CELL BIOLOGY"
"4470","59030","198","005 GRP","M 7-9P","109 DWINELLE","Directed Group Study","2: PF","KANE, C M","","NONE","MOLECULAR AND CELL BIOLOGY"
"4471","59033","198","006 GRP","M 6-8P","221 WHEELER","Directed Group Study","2: PF","DOUDNA CATE, J H","","NONE","MOLECULAR AND CELL BIOLOGY"
"4472","59036","198","007 GRP","Th 530-7P","30 WHEELER","Directed Group Study","1: PF","FIRESTONE, G L","","NONE","MOLECULAR AND CELL BIOLOGY"
"4473","59039","198","008 GRP","Th 7-8P","156 DWINELLE","Directed Group Study","2: PF","MEYER, B J","","NONE","MOLECULAR AND CELL BIOLOGY"
"4474","59042","198","009 GRP","M 6-7P","219 DWINELLE","Directed Group Study","1: PF","INGOLIA, N T","","NONE","MOLECULAR AND CELL BIOLOGY"
"4475","60303","R1B","001 LEC","TuTh 930-11A","124 MORRISON","Reading and Writing about Music","4","CLOUTIER, E","","NONE","MUSIC"
"4476","60306","20A","001 LEC","MWF 1-2P","117 MORRISON","Basic Musicianship","2","AHN, J","5","","MUSIC"
"4477","60309","20A","002 LEC","MWF 2-3P","117 MORRISON","Basic Musicianship","2","JACOBSON, E","6","","MUSIC"
"4478","60312","20A","003 LEC","MWF 3-4P","117 MORRISON","Basic Musicianship","2","PARK, H","12","","MUSIC"
"4479","60315","20A","004 LEC","TuTh 930-11A","117 MORRISON","Basic Musicianship","2","GOVIND, A","10","","MUSIC"
"4480","60318","20A","005 LEC","TuTh 2-330P","117 MORRISON","Basic Musicianship","2","SHUKLA, S","2","","MUSIC"
"4481","60321","20A","006 LEC","TuTh 330-5P","117 MORRISON","Basic Musicianship","2","KITTAPPA, R","20","","MUSIC"
"4482","60324","20B","001 LEC","TuTh 1230-2P","117 MORRISON","Basic Musicianship","2","LEHMANN, A","15","","MUSIC"
"4483","60327","25A","001 LEC","MWF 9-10A","124 MORRISON","Introduction to Music Theory","3","","4","","MUSIC"
"4484","60330","25A","002 LEC","TuTh 11-1230P","117 MORRISON","Introduction to Music Theory","3","","13","","MUSIC"
"4485","60333","26AC","001 LEC","TuTh 930-11A","320 HERTZ","Music in American Culture","4","BRUNET, C S","10","","MUSIC"
"4486","60336","26AC","101 DIS","Th 4-5P","128 MORRISON","Music in American Culture","","","","","MUSIC"
"4487","60339","26AC","102 DIS","Th 5-6P","128 MORRISON","Music in American Culture","","","","","MUSIC"
"4488","60342","26AC","103 DIS","F 9-10A","128 MORRISON","Music in American Culture","","","","","MUSIC"
"4489","60345","26AC","104 DIS","F 2-3P","124 MORRISON","Music in American Culture","","","","","MUSIC"
"4490","60348","26AC","105 DIS","F 1-2P","128 MORRISON","Music in American Culture","","","","","MUSIC"
"4491","60351","26AC","106 DIS","F 2-3P","128 MORRISON","Music in American Culture","","","","","MUSIC"
"4492","60354","26AC","107 DIS","F 3-4P","128 MORRISON","Music in American Culture","","","","","MUSIC"
"4493","60357","26AC","108 DIS","M 9-10A","128 MORRISON","Music in American Culture","","","","","MUSIC"
"4494","60360","26AC","109 DIS","M 4-5P","128 MORRISON","Music in American Culture","","","","","MUSIC"
"4495","60363","26AC","110 DIS","M 12-1P","128 MORRISON","Music in American Culture","","","","CURRENTLY FULL","MUSIC"
"4496","60366","26AC","111 DIS","M 1-2P","128 MORRISON","Music in American Culture","","","","CURRENTLY FULL","MUSIC"
"4497","60369","26AC","112 DIS","M 2-3P","128 MORRISON","Music in American Culture","","","","CURRENTLY FULL","MUSIC"
"4498","60372","26AC","113 DIS","M 3-4P","128 MORRISON","Music in American Culture","","","","CURRENTLY FULL","MUSIC"
"4499","60375","29","001 LEC","Th 1130-130P","320 HERTZ","Music Now","4","CAMPION, E J","13","","MUSIC"
"4500","60378","29","101 LAB","M 1-2P","212 WHEELER","Music Now","","","","CURRENTLY FULL","MUSIC"
"4501","60381","29","102 LAB","M 2-3P","212 WHEELER","Music Now","","","","CURRENTLY FULL","MUSIC"
"4502","60384","29","103 LAB","M 3-4P","212 WHEELER","Music Now","","","","CURRENTLY FULL","MUSIC"
"4503","60387","29","104 LAB","Tu 4-5P","212 WHEELER","Music Now","","","","CURRENTLY FULL","MUSIC"
"4504","60390","29","105 LAB","Tu 5-6P","212 WHEELER","Music Now","","","","CURRENTLY FULL","MUSIC"
"4505","60393","29","106 LAB","Tu 6-7P","212 WHEELER","Music Now","","","","CURRENTLY FULL","MUSIC"
"4506","60396","29","107 LAB","F 9-10A","212 WHEELER","Music Now","","","","","MUSIC"
"4507","60399","29","108 LAB","F 10-11A","212 WHEELER","Music Now","","","","CURRENTLY FULL","MUSIC"
"4508","60402","29","109 LAB","F 11-12P","212 WHEELER","Music Now","","","","","MUSIC"
"4509","SEE","41A","001 LAB","","UNSCHED NOFACILITY","Private Carillon Lessons for Beginning Students","1","DAVIS, J J","NONE","CLASS ENTRY CODE REQ","MUSIC"
"4510","SEE","41B","001 LAB","","UNSCHED NOFACILITY","Private Carillon Lessons for Intermediate Students","1","DAVIS, J J","NONE","CLASS ENTRY CODE REQ","MUSIC"
"4511","60417","44","001 STD","TuTh 11-12P","124 MORRISON","Voice Class","2","THE STAFF","NONE","CURRENTLY FULL","MUSIC"
"4512","60420","44","002 STD","TuTh 1230-130P","124 MORRISON","Voice Class","2","THE STAFF","NONE","CURRENTLY FULL","MUSIC"
"4513","SEE","44","003 STD","","UNSCHED NOFACILITY","Voice Class","2","JOHNSON, C Y","NONE","CLASS ENTRY CODE REQ","MUSIC"
"4514","60426","49B","001 LEC","MWF 10-11A","135 MORRISON","Musicianship","3","ORLAND, M S","7","CURRENTLY FULL","MUSIC"
"4515","60429","49C","001 LEC","MWF 11-12P","117 MORRISON","Harmony","3","SANDAHL, M","8","CURRENTLY FULL","MUSIC"
"4516","60432","50","001 LEC","MWF 11-12P","124 MORRISON","Musicianship","3","HOUGH, M","8","CURRENTLY FULL","MUSIC"
"4517","60435","50","002 LEC","MWF 11-12P","135 MORRISON","Musicianship","3","ORLAND, M S","8","","MUSIC"
"4518","60438","51","001 LEC","MWF 10-11A","124 MORRISON","Musicianship","3","HOUGH, M","7","","MUSIC"
"4519","60441","60","001 LEC","MWF 10-11A","117 MORRISON","Harmony","3","PEREIRA, D","7","","MUSIC"
"4520","60444","60","002 LEC","MWF 10-11A","128 MORRISON","Harmony","3","KULPA, J","7","","MUSIC"
"4521","60447","61","001 LEC","MWF 9-10A","117 MORRISON","Harmony","3","PEREIRA, D","4","CURRENTLY FULL","MUSIC"
"4522","60449","74","001 LEC","TuTh 1230-2P","125 MORRISON","Introduction to Selected Musics of the World","4","BRUNET, C S","15","MUSIC , DOUBLE","MUSIC"
"4523","60990","74","101 LAB","W 7-8P","265 MORRISON","Introduction to Selected Musics of the World","","","","CURRENTLY FULL","MUSIC"
"4524","60993","74","102 LAB","W 8-9P","265 MORRISON","Introduction to Selected Musics of the World","","","","","MUSIC"
"4525","60996","74","103 LAB","W 9-10P","265 MORRISON","Introduction to Selected Musics of the World","","","","","MUSIC"
"4526","60999","74","104 LAB","Th 930-1030A","265 MORRISON","Introduction to Selected Musics of the World","","","","","MUSIC"
"4527","61002","74","105 LAB","Th 1030-1130A","265 MORRISON","Introduction to Selected Musics of the World","","","","","MUSIC"
"4528","60450","77","001 LEC","TuTh 2-330P","128 MORRISON","History of Western Music: The 20th Century","4","VAJJHALA, R","2","","MUSIC"
"4529","60452","77","101 DIS","W 1-2P","128 MORRISON","History of Western Music: The 20th Century","","SIMON, D","","","MUSIC"
"4530","60981","80","001 LEC","TuTh 11-1230P","128 MORRISON","Studies of Musics of the World","4","BRINNER, B E","13","BY CATEGORY","MUSIC"
"4531","60984","80","101 DIS","W 2-3P","128 MORRISON","Studies of Musics of the World","","SCOTT, M J","","","MUSIC"
"4532","60987","80","102 DIS","W 3-4P","128 MORRISON","Studies of Musics of the World","","SCOTT, M J","","","MUSIC"
"4533","SEE","97","001 FLD","","UNSCHED NOFACILITY","Field Studies","1-3: PF","ORLAND, M S","NONE","","MUSIC"
"4534","SEE","97","002 FLD","","","Field Studies","1-3: PF","","NONE","","MUSIC"
"4535","SEE","98","1-10 GRP","","TBA","Directed Group Study for Freshmen and Sophomores 1-4","","","NONE","","MUSIC"
"4536","SEE","98","011 GRP","","","Directed Group Study for Freshmen and Sophomores 1-4: PF MORONEY, D","","","NONE","","MUSIC"
"4537","60492","98BC","001 LEC","W 6-7P","117 MORRISON","Berkeley Connect","1: PF","APGAR, J","NONE","FR, SO","MUSIC"
"4538","60495","98BC","002 LEC","Th 5-6P","117 MORRISON","Berkeley Connect","1: PF","REGUCERA, A","NONE","FR, SO","MUSIC"
"4539","SEE","99","001 IND","","","Independent Study for Freshmen and Sophomores","1-4: PF","BRINNER, B E","NONE","","MUSIC"
"4540","60501","99","002 IND","","","Independent Study for Freshmen and Sophomores","1-4: PF","MORONEY, D","NONE","CURRENTLY FULL","MUSIC"
"4541","60504","99","003 IND","","","Independent Study for Freshmen and Sophomores","1-4: PF","MATHEW, N","NONE","","MUSIC"
"4542","60507","99","004 IND","","","Independent Study for Freshmen and Sophomores","1-4: PF","DAVIES, J","NONE","","MUSIC"
"4543","60510","116B","001 LEC","MW 1-3P","135 MORRISON","Jazz Theory and Performance 2","3","THE STAFF","5","","MUSIC"
"4544","60513","116BM","001 LEC","MW 1-3P","135 MORRISON","Jazz Theory and Performance 2","3","THE STAFF","5","","MUSIC"
"4545","60516","128","001 LEC","MWF 11-12P","128 MORRISON","Topics in the History of European and American","3","LOUGHRIDGE, D","8","","MUSIC"
"4546","SEE","128","002 LEC","Tu 2-5P","124 MORRISON","Topics in the History of European and American","3","SMART, M","2","CLASS ENTRY CODE REQ","MUSIC"
"4547","60521","128","201 DIS","Th 2-3P","124 MORRISON","Topics in the History of European and American","","THE STAFF","","","MUSIC"
"4548","60951","128","202 DIS","Th 3-4P","124 MORRISON","Topics in the History of European and American","","THE STAFF","","","MUSIC"
"4549","60522","139","001 LEC","TuTh 1230-2P","125 MORRISON","Topics in Musics of the World","4","BRUNET, C S","15","CURRENTLY FULL","MUSIC"
"4550","60525","139","101 LAB","W 7-8P","265 MORRISON","Topics in Musics of the World","","RICE, B","","CURRENTLY FULL","MUSIC"
"4551","60528","139","102 LAB","W 8-9P","265 MORRISON","Topics in Musics of the World","","RICE, B","","CURRENTLY FULL","MUSIC"
"4552","60530","139","103 LAB","W 9-10P","265 MORRISON","Topics in Musics of the World","","RICE, B","","CURRENTLY FULL","MUSIC"
"4553","60954","139","104 LAB","Th 930-1030A","265 MORRISON","Topics in Musics of the World","","RICE, B","","CURRENTLY FULL","MUSIC"
"4554","60957","139","105 LAB","Th 1030-1130A","265 MORRISON","Topics in Musics of the World","","RICE, B","","CURRENTLY FULL","MUSIC"
"4555","60531","140","001 STD","MW 2-330P","255 MORRISON","Javanese Gamelan","2","MIDIYANTO, M","NONE","CURRENTLY FULL","MUSIC"
"4556","60534","140","002 STD","MW 4-530P","255 MORRISON","Javanese Gamelan","2","MIDIYANTO, M","NONE","CURRENTLY FULL","MUSIC"
"4557","60537","140","003 STD","MW 6-730P","255 MORRISON","Javanese Gamelan","2","MIDIYANTO, M","NONE","CURRENTLY FULL","MUSIC"
"4558","60540","141","001 STD","TuTh 730-10P","320 HERTZ","University Symphony Orchestra","2","MILNES, D","NONE","","MUSIC"
"4559","60543","142","001 STD","MW 4-6P","3 CHAVEZ","University Wind Ensemble","2","CALONICO, R M","NONE","","MUSIC"
"4560","60546","142","002 STD","TuTh 4-6P","3 CHAVEZ","University Wind Ensemble","2","CALONICO, R M","NONE","","MUSIC"
"4561","60549","143","001 STD","Th 6-9P","125 MORRISON","Gospel Chorus","2","WILSON, D M","18","","MUSIC"
"4562","60552","143","101 DIS","Tu 7-8P","125 MORRISON","Gospel Chorus","","WILSON, D M","","","MUSIC"
"4563","60555","143","102 DIS","Tu 8-9P","125 MORRISON","Gospel Chorus","","WILSON, D M","","","MUSIC"
"4564","60558","143","002 STD","M 6-9P","125 MORRISON","Gospel Chorus","2","WILSON, D M","19","","MUSIC"
"4565","60561","143","201 DIS","Tu 7-8P","125 MORRISON","Gospel Chorus","","WILSON, D M","","","MUSIC"
"4566","60564","143","202 DIS","Tu 8-9P","125 MORRISON","Gospel Chorus","","WILSON, D M","","","MUSIC"
"4567","60567","144","001 STD","TuTh 5-630P","320 HERTZ","University Chorus","2","THE STAFF","NONE","","MUSIC"
"4568","60570","144","101 DIS","W 5-6P","125 MORRISON","University Chorus","","BEN-HORIN, N","","","MUSIC"
"4569","60573","144","102 DIS","W 5-6P","124 MORRISON","University Chorus","","ELDAR, S","","","MUSIC"
"4570","60576","145","001 STD","Su 7-9P","320 HERTZ","University Chamber Chorus","2","THE STAFF","NONE","","MUSIC"
"4571","60579","146B","001 STD","TuTh 330-5P","255 MORRISON","Balinese Gamelan","2","GOLD, L R","20","CURRENTLY FULL","MUSIC"
"4572","60582","148","001 STD","MW 2-4P","320 HERTZ","African Music Ensemble","2","LADZEKPO, C K","NONE","BY CATEGORY","MUSIC"
"4573","60585","149","001 STD","TuTh 2-4P","320 HERTZ","University Baroque Ensemble","2","MORONEY, D","NONE","","MUSIC"
"4574","SEE","150A","001 STD","","UNSCHED NOFACILITY","Instrumental Performance","3","MILNES, D","NONE","","MUSIC"
"4575","SEE","150B","001 STD","","UNSCHED NOFACILITY","Vocal Performance","3","KUZMA, M C","NONE","","MUSIC"
"4576","SEE","150C","001 STD","","UNSCHED NOFACILITY","Keyboard Performance","2","DAVIES, J","","NONE","MUSIC"
"4577","SEE","150D","001 STD","","UNSCHED NOFACILITY","Various Musical Practices Performance","3","BRINNER, B E","","NONE","MUSIC"
"4578","SEE","150E","001 STD","","UNSCHED NOFACILITY","Jazz Performance","1-3","MELFORD, M J","","NONE","MUSIC"
"4579","SEE","150G","001 STD","","UNSCHED NOFACILITY","Guitar Performance","2","BEDROSSIAN, F Y","","NONE","MUSIC"
"4580","SEE","150H","001 STD","","UNSCHED NOFACILITY","Early Music Performance","1-3","MORONEY, D","","TBA","MUSIC"
"4581","60609","151","001 LEC","TuTh 1230-2P","128 MORRISON","Twentieth-Century Harmony","3","YAMASATO, R","15","","MUSIC"
"4582","60615","155","001 LEC","TuTh 930-11A","128 MORRISON","Music Composition","3","UENO, K","10","","MUSIC"
"4583","60618","161B","001 LEC","TuTh 2-330P","250 MORRISON","Instrumental Conducting","3","MILNES, D","2","","MUSIC"
"4584","60620","165","001 STD","Tu 4-6P","134 MORRISON","Berkeley Nu Jazz Collective","2","MELFORD, M J","","NONE","MUSIC"
"4585","SEE","179","001 LEC","TuTh 11-1230P","250 MORRISON","Topics in History, Culture, and Analysis","3","DAVIES, J","13","","MUSIC"
"4586","SEE","179","002 LEC","TuTh 11-1230P","250 MORRISON","Topics in History, Culture, and Analysis","3","MATHEW, N","13","","MUSIC"
"4587","60627","179","003 LEC","TuTh 11-1230P","116 MORRISON","Topics in History, Culture, and Analysis","3","MORONEY, D","13","","MUSIC"
"4588","60630","179","004 LEC","M 1-4P","242 MORRISON","Topics in History, Culture, and Analysis","3","LOUGHRIDGE, D","5","","MUSIC"
"4589","60632","179","005 LEC","F 1-4P","242 MORRISON","Topics in History, Culture, and Analysis","3","THE STAFF","5","","MUSIC"
"4590","SEE","H195","1-11 IND","","TBA","Special Study for Honors Candidates in Music","4","","","NONE","MUSIC"
"4591","SEE","197","001 FLD","","UNSCHED NOFACILITY","Field Studies","1-3: PF","ORLAND, M S","","NONE","MUSIC"
"4592","SEE","198","1-10 GRP","","TBA","Group Special Study for Advanced Undergraduates","1-4","","","NONE","MUSIC"
"4593","SEE","198","011 GRP","","","Group Special Study for Advanced Undergraduates","1-4: PF","MORONEY, D","","NONE","MUSIC"
"4594","60702","198BC","001 LEC","W 5-6P","117 MORRISON","Berkeley Connect","1: PF","APGAR, J","","NONE","MUSIC"
"4595","60705","198BC","002 LEC","Th 6-7P","117 MORRISON","Berkeley Connect","1: PF","REGUCERA, A","","NONE","MUSIC"
"4596","SEE","199","1-16 IND","","TBA","Supervised Independent Study and Research","1-4","","","NONE","MUSIC"
"4597","61203","R1A","001 LEC","TuTh 8-930A","80 BARROWS","Native American Studies Reading and Composition","4","THE STAFF","","NONE","NATIVE AMERICAN STUDIES"
"4598","61206","R1A","101 DIS","","UNSCHED NOFACILITY","Native American Studies Reading and Composition","","THE STAFF","","","NATIVE AMERICAN STUDIES"
"4599","61215","R1B","001 LEC","MWF 9-10A","78 BARROWS","Native American Studies Reading and Composition","4","THE STAFF","","NONE","NATIVE AMERICAN STUDIES"
"4600","SEE","R1B","101-201 DIS","","TBA","Native American Studies Reading and Composition","","","","","NATIVE AMERICAN STUDIES"
"4601","61227","20B","001 LEC","MWF 9-10A","175 BARROWS","Introduction to Native American Studies II: Cultura...","4","PIATOTE, B","4","","NATIVE AMERICAN STUDIES"
"4602","61233","39A","001 SEM","MWF 12-1P","174 BARROWS","Freshman/Sophomore Seminar","4","LIMA, E E","","TBA","NATIVE AMERICAN STUDIES"
"4603","61230","72","001 LEC","MWF 2-3P","140 BARROWS","Native Americans in North America 1900-Present","4","LIMA, E E","6","CURRENTLY FULL","NATIVE AMERICAN STUDIES"
"4604","SEE","97","001 FLD","","UNSCHED NOFACILITY","Field Work in Native American Communities","1-3: PF","","NONE","FR, SO","NATIVE AMERICAN STUDIES"
"4605","SEE","97","002 FLD","","","Field Work in Native American Communities","1-3: PF","PEARSON, D J","NONE","FR, SO","NATIVE AMERICAN STUDIES"
"4606","SEE","98","001 GRP","","","Supervised Group Study and Research","1-3: PF","BIOLSI, T J","NONE","FR, SO","NATIVE AMERICAN STUDIES"
"4607","SEE","98","002 GRP","","","Supervised Group Study and Research","1-3: PF","THE STAFF","NONE","FR, SO","NATIVE AMERICAN STUDIES"
"4608","SEE","99","001 IND","","","Supervised Independent Study and Research","1-4: PF","THE STAFF","NONE","FR, SO","NATIVE AMERICAN STUDIES"
"4609","61251","101","001 LEC","M 4-7P","175 BARROWS","Native American Tribal Governments","4","MYERS, J A","17","JR, SR","NATIVE AMERICAN STUDIES"
"4610","61260","120AC","001 LEC","TuTh 11-1230P","175 BARROWS","Photography and the American Indian: Manifest","4","PEARSON, D J","13","SO, JR, SR & BY CATEGORY; CURRENTLY FULL","NATIVE AMERICAN STUDIES"
"4611","61263","149","001 LEC","TuTh 8-930A","175 BARROWS","Gender in Native American Society","4","PEARSON, D J","16","SO, JR, SR & BY CATEGORY; CURRENTLY FULL","NATIVE AMERICAN STUDIES"
"4612","61266","C152","001 LEC","MWF 11-12P","174 BARROWS","Native American Literature","4","PIATOTE, B","8","","NATIVE AMERICAN STUDIES"
"4613","61269","173AC","001 LEC","MWF 10-11A","175 BARROWS","Indigenous Peoples in Global Inequality","4","BIOLSI, T J","NONE","SO, JR, SR","NATIVE AMERICAN STUDIES"
"4614","61271","173AC","101 DIS","M 9-10A","104 BARROWS","Indigenous Peoples in Global Inequality","","THE STAFF","","","NATIVE AMERICAN STUDIES"
"4615","61272","178","001 LEC","TuTh 1230-2P","104 BARROWS","Topics in Native American History","4","PEARSON, D J","15","","NATIVE AMERICAN STUDIES"
